eal,Trade Date,Settlement Date,Asset/Account,Description,Note,Type,Category,Fee,Quantity,Security,Amount (CAD),Original Currency Amount,Exchange Rate
672faa8a1179cb833f2854f9,9/11/24,9/11/24,CIBC Online Banking (Recommended) (CIBC VISA),TESLA Toronto  ON 4XXX********9545,,withdrawal,Automotive Expenses,,-,,-23.23,-23.23 CAD,1
672faa8c1179cb833f2856c3,9/11/24,9/11/24,CIBC Online Banking (Recommended) (Chequing),Electronic Funds Transfer PREAUTHORIZED DEBIT TD INSURANCE TD ASSURANCE,,withdrawal,Insurance,,-,,-152.4,-152.4 CAD,1
672faa891179cb833f285469,9/10/24,9/10/24,CIBC Online Banking (Recommended) (CIBC VISA),TIM HORTONS #0912 MEDICINE HAT  AB 4XXX********9545,,withdrawal,Restaurants/Dining,,-,,-15.41,-15.41 CAD,1
672faa891179cb833f28546f,9/10/24,9/10/24,CIBC Online Banking (Recommended) (CIBC VISA),TESLA Toronto  ON 4XXX********9545,,withdrawal,Automotive Expenses,,-,,-21.81,-21.81 CAD,1
672faa891179cb833f285475,9/10/24,9/10/24,CIBC Online Banking (Recommended) (CIBC VISA),TESLA Toronto  ON 4XXX********9545,,withdrawal,Automotive Expenses,,-,,-13.87,-13.87 CAD,1
672faa891179cb833f28547b,9/10/24,9/10/24,CIBC Online Banking (Recommended) (CIBC VISA),TESLA Toronto  ON 4XXX********9545,,withdrawal,Automotive Expenses,,-,,-15,-15 CAD,1
672faa8a1179cb833f285481,9/10/24,9/10/24,CIBC Online Banking (Recommended) (CIBC VISA),TESLA Toronto  ON 4XXX********9545,,withdrawal,Automotive Expenses,,-,,-29.53,-29.53 CAD,1
672faa8a1179cb833f285487,9/10/24,9/10/24,CIBC Online Banking (Recommended) (CIBC VISA),MCDONALD'S #X0174 STRATHMORE  AB 4XXX********9545,,withdrawal,Restaurants/Dining,,-,,-14.89,-14.89 CAD,1
672faa8a1179cb833f28548d,9/10/24,9/10/24,CIBC Online Banking (Recommended) (CIBC VISA),TESLA Toronto  ON 4XXX********9545,,withdrawal,Automotive Expenses,,-,,-25.38,-25.38 CAD,1
672faa8a1179cb833f285493,9/10/24,9/10/24,CIBC Online Banking (Recommended) (CIBC VISA),TESLA Toronto  ON 4XXX********9545,,withdrawal,Automotive Expenses,,-,,-25.52,-25.52 CAD,1
672faa8a1179cb833f285499,9/10/24,9/10/24,CIBC Online Banking (Recommended) (CIBC VISA),TESLA Toronto  ON 4XXX********9545,,withdrawal,Automotive Expenses,,-,,-13.34,-13.34 CAD,1
672faa8a1179cb833f28549f,9/10/24,9/10/24,CIBC Online Banking (Recommended) (CIBC VISA),TESLA Toronto  ON 4XXX********9545,,withdrawal,Automotive Expenses,,-,,-26.63,-26.63 CAD,1
672faa8a1179cb833f2854a5,9/10/24,9/10/24,CIBC Online Banking (Recommended) (CIBC VISA),PAPA JOHN'S ARBOURLAKE CALGARY  AB 4XXX********9545,,withdrawal,Restaurants/Dining,,-,,-15.69,-15.69 CAD,1
672faa8a1179cb833f2854ab,9/10/24,9/10/24,CIBC Online Banking (Recommended) (CIBC VISA),TESLA Toronto  ON 4XXX********9545,,withdrawal,Automotive Expenses,,-,,-8.55,-8.55 CAD,1
672faa8a1179cb833f2854b1,9/10/24,9/10/24,CIBC Online Banking (Recommended) (CIBC VISA),FLO SERVICES QUEBEC  QC 4XXX********9545,,withdrawal,Online Services,,-,,-7.18,-7.18 CAD,1
672faa8a1179cb833f2854b7,9/10/24,9/10/24,CIBC Online Banking (Recommended) (CIBC VISA),TIM HORTONS #2250 BRANDON  MB 4XXX********9545,,withdrawal,Restaurants/Dining,,-,,-11.17,-11.17 CAD,1
672faa8a1179cb833f2854bd,9/10/24,9/10/24,CIBC Online Banking (Recommended) (CIBC VISA),TESLA Toronto  ON 4XXX********9545,,withdrawal,Automotive Expenses,,-,,-5.14,-5.14 CAD,1
672fa8b0c88c9499584931a0,9/9/24,9/9/24,RBC Online Banking (RBC Advantage Banking),Cash withdrawal BR TO BR - 0783,,withdrawal,,,-,,-2000,-2000 CAD,1
672fa8b0c88c9499584931a6,9/9/24,9/9/24,RBC Online Banking (RBC Advantage Banking),e-Transfer - Autodeposit ATHANASIA  FILNTISSIS C1AS4pMaTauC,,deposit,,,-,,35,35 CAD,1
672fa8e1c88c949958493baa,9/9/24,9/9/24,RBC Online Banking (RBC Cash Back Mastercard),Amazon.ca Prime Member,,withdrawal,,,-,,-11.49,-11.49 CAD,1
672faa891179cb833f2853fd,9/9/24,9/9/24,CIBC Online Banking (Recommended) (CIBC VISA),TESLA Toronto  ON 4XXX********9545,,withdrawal,Automotive Expenses,,-,,-16.14,-16.14 CAD,1
672faa891179cb833f285403,9/9/24,9/9/24,CIBC Online Banking (Recommended) (CIBC VISA),TESLA Toronto  ON 4XXX********9545,,withdrawal,Automotive Expenses,,-,,-12.48,-12.48 CAD,1
672faa891179cb833f285409,9/9/24,9/9/24,CIBC Online Banking (Recommended) (CIBC VISA),TESLA Toronto  ON 4XXX********9545,,withdrawal,Automotive Expenses,,-,,-16.48,-16.48 CAD,1
672faa891179cb833f28540f,9/9/24,9/9/24,CIBC Online Banking (Recommended) (CIBC VISA),TESLA Toronto  ON 4XXX********9545,,withdrawal,Automotive Expenses,,-,,-9.75,-9.75 CAD,1
672faa891179cb833f285415,9/9/24,9/9/24,CIBC Online Banking (Recommended) (CIBC VISA),TESLA Toronto  ON 4XXX********9545,,withdrawal,Automotive Expenses,,-,,-12.07,-12.07 CAD,1
672faa891179cb833f28541b,9/9/24,9/9/24,CIBC Online Banking (Recommended) (CIBC VISA),TIM HORTONS #3868 NIPIGON  ON 4XXX********9545,,withdrawal,Restaurants/Dining,,-,,-13.99,-13.99 CAD,1
672faa891179cb833f285421,9/9/24,9/9/24,CIBC Online Banking (Recommended) (CIBC VISA),POPEYES # X3208 WINNIPEG  MB 4XXX********9545,,withdrawal,Restaurants/Dining,,-,,-14.55,-14.55 CAD,1
672faa891179cb833f285427,9/9/24,9/9/24,CIBC Online Banking (Recommended) (CIBC VISA),TIM HORTONS #1690 KENORA  ON 4XXX********9545,,withdrawal,Restaurants/Dining,,-,,-20.53,-20.53 CAD,1
672faa891179cb833f28542d,9/9/24,9/9/24,CIBC Online Banking (Recommended) (CIBC VISA),WENDY'S #6568 Q1R WINNIPEG  MB 4XXX********9545,,withdrawal,Restaurants/Dining,,-,,-11.72,-11.72 CAD,1
672faa891179cb833f285433,9/9/24,9/9/24,CIBC Online Banking (Recommended) (CIBC VISA),TESLA Toronto  ON 4XXX********9545,,withdrawal,Automotive Expenses,,-,,-23.83,-23.83 CAD,1
672faa891179cb833f285439,9/9/24,9/9/24,CIBC Online Banking (Recommended) (CIBC VISA),TESLA Toronto  ON 4XXX********9545,,withdrawal,Automotive Expenses,,-,,-14.67,-14.67 CAD,1
672faa891179cb833f28543f,9/9/24,9/9/24,CIBC Online Banking (Recommended) (CIBC VISA),TESLA Toronto  ON 4XXX********9545,,withdrawal,Automotive Expenses,,-,,-28.88,-28.88 CAD,1
672faa891179cb833f285445,9/9/24,9/9/24,CIBC Online Banking (Recommended) (CIBC VISA),OVERLIMIT FEE 4XXX********9545,,fee,Service Charges/Fees,,-,,-29,-29 CAD,1
672faa891179cb833f28544b,9/9/24,9/9/24,CIBC Online Banking (Recommended) (CIBC VISA),TESLA Toronto  ON 4XXX********9545,,withdrawal,Automotive Expenses,,-,,-1.96,-1.96 CAD,1
672faa891179cb833f285451,9/9/24,9/9/24,CIBC Online Banking (Recommended) (CIBC VISA),TESLA Toronto  ON 4XXX********9545,,withdrawal,Automotive Expenses,,-,,-19.01,-19.01 CAD,1
672faa891179cb833f285457,9/9/24,9/9/24,CIBC Online Banking (Recommended) (CIBC VISA),UPSALA GARAGE UPSALA  ON 4XXX********9545,,withdrawal,Postage and Shipping,,-,,-15.82,-15.82 CAD,1
672faa891179cb833f28545d,9/9/24,9/9/24,CIBC Online Banking (Recommended) (CIBC VISA),TESLA Toronto  ON 4XXX********9545,,withdrawal,Automotive Expenses,,-,,-15.19,-15.19 CAD,1
672faa891179cb833f285463,9/9/24,9/9/24,CIBC Online Banking (Recommended) (CIBC VISA),TESLA Toronto  ON 4XXX********9545,,withdrawal,Automotive Expenses,,-,,-6.24,-6.24 CAD,1
672faa8c1179cb833f2856b7,9/9/24,9/9/24,CIBC Online Banking (Recommended) (Chequing),Internet Banking E-TRANSFER XXXXXXXX3820 mati rbc,,transfer,Transfers,,-,,-1500,-1500 CAD,1
672faa8c1179cb833f2856bd,9/9/24,9/9/24,CIBC Online Banking (Recommended) (Chequing),Electronic Funds Transfer PREAUTHORIZED DEBIT BELL ALIANT,,transfer,Transfers,,-,,-109.25,-109.25 CAD,1
672faa891179cb833f2853c1,9/8/24,9/8/24,CIBC Online Banking (Recommended) (CIBC VISA),TESLA Toronto  ON 4XXX********9545,,withdrawal,Automotive Expenses,,-,,-22.77,-22.77 CAD,1
672faa891179cb833f2853c7,9/8/24,9/8/24,CIBC Online Banking (Recommended) (CIBC VISA),TESLA Toronto  ON 4XXX********9545,,withdrawal,Automotive Expenses,,-,,-23.78,-23.78 CAD,1
672faa891179cb833f2853cd,9/8/24,9/8/24,CIBC Online Banking (Recommended) (CIBC VISA),Subway X8614 Sudbury  ON 4XXX********9545,,withdrawal,Restaurants/Dining,,-,,-22.24,-22.24 CAD,1
672faa891179cb833f2853d3,9/8/24,9/8/24,CIBC Online Banking (Recommended) (CIBC VISA),PAPA JOHN'S PIZZA #XXX XXX-XXX-3129  ON 4XXX********9545,,withdrawal,Restaurants/Dining,,-,,-31.88,-31.88 CAD,1
672faa891179cb833f2853d9,9/8/24,9/8/24,CIBC Online Banking (Recommended) (CIBC VISA),KFC/TACO BELL #1542 SAULT S MARIE  ON 4XXX********9545,,withdrawal,Restaurants/Dining,,-,,-23.81,-23.81 CAD,1
672faa891179cb833f2853df,9/8/24,9/8/24,CIBC Online Banking (Recommended) (CIBC VISA),TESLA Toronto  ON 4XXX********9545,,withdrawal,Automotive Expenses,,-,,-3.04,-3.04 CAD,1
672faa891179cb833f2853e5,9/8/24,9/8/24,CIBC Online Banking (Recommended) (CIBC VISA),A & W #4630 BLIND RIVER BLIND RIVER  ON 4XXX********9545,,withdrawal,Restaurants/Dining,,-,,-8.57,-8.57 CAD,1
672faa891179cb833f2853eb,9/8/24,9/8/24,CIBC Online Banking (Recommended) (CIBC VISA),ESSO CIRCLE K NEWMARKET  ON 4XXX********9545,,withdrawal,Gasoline/Fuel,,-,,-54.15,-54.15 CAD,1
672faa891179cb833f2853f1,9/8/24,9/8/24,CIBC Online Banking (Recommended) (CIBC VISA),TESLA Toronto  ON 4XXX********9545,,withdrawal,Automotive Expenses,,-,,-20.83,-20.83 CAD,1
672faa891179cb833f2853f7,9/8/24,9/8/24,CIBC Online Banking (Recommended) (CIBC VISA),TESLA Toronto  ON 4XXX********9545,,withdrawal,Automotive Expenses,,-,,-15.94,-15.94 CAD,1
672faa891179cb833f2853af,9/7/24,9/7/24,CIBC Online Banking (Recommended) (CIBC VISA),PAPA JOHN'S PIZZA #XXX XXX-XXX-3129  ON 4XXX********9545,,withdrawal,Restaurants/Dining,,-,,-24.39,-24.39 CAD,1
672faa891179cb833f2853b5,9/7/24,9/7/24,CIBC Online Banking (Recommended) (CIBC VISA),WENDY'S #6306 APPLECREEK MARKHAM  ON 4XXX********9545,,withdrawal,Restaurants/Dining,,-,,-27.6,-27.6 CAD,1
672faa891179cb833f2853bb,9/7/24,9/7/24,CIBC Online Banking (Recommended) (CIBC VISA),DECO W/S REPAIR PLAN CALGARY  AB 4XXX********9545,,withdrawal,Gasoline/Fuel,,-,,-112.35,-112.35 CAD,1
672fa8b0c88c949958493194,9/6/24,9/6/24,RBC Online Banking (RBC Advantage Banking),Misc Payment NL POWER INC,,withdrawal,,,-,,-88.17,-88.17 CAD,1
672fa8b0c88c94995849319a,9/6/24,9/6/24,RBC Online Banking (RBC Advantage Banking),e-Transfer - Autodeposit Mateus Saar C1A5ttrgMtTs,,deposit,,,-,,1500,1500 CAD,1
672fa8e1c88c949958493ba4,9/6/24,9/6/24,RBC Online Banking (RBC Cash Back Mastercard),Spotify P2FAD19275,,withdrawal,,,-,,-12.64,-12.64 CAD,1
672faa891179cb833f2853a9,9/6/24,9/6/24,CIBC Online Banking (Recommended) (CIBC VISA),TESLA Toronto  ON 4XXX********9545,,withdrawal,Automotive Expenses,,-,,-15.89,-15.89 CAD,1
672fa8b0c88c949958493182,9/5/24,9/5/24,RBC Online Banking (RBC Advantage Banking),Item returned unpaid fee,,withdrawal,,,-,,-7,-7 CAD,1
672fa8b0c88c949958493188,9/5/24,9/5/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac purchase - 9672 CACTUS CLUB SHE,,withdrawal,,,-,,-110.86,-110.86 CAD,1
672fa8b0c88c94995849318e,9/5/24,9/5/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac purchase - 2043 LOVE SHOP,,withdrawal,,,-,,-102.81,-102.81 CAD,1
672faa891179cb833f285385,9/5/24,9/5/24,CIBC Online Banking (Recommended) (CIBC VISA),OSMOW'S MARKHAM  ON 4XXX********9545,,withdrawal,Clothing/Shoes,,-,,-39.88,-39.88 CAD,1
672faa891179cb833f28538b,9/5/24,9/5/24,CIBC Online Banking (Recommended) (CIBC VISA),PIONEER # 345 MARKHAM  ON 4XXX********9545,,withdrawal,General Merchandise,,-,,-20.34,-20.34 CAD,1
672faa891179cb833f285391,9/5/24,9/5/24,CIBC Online Banking (Recommended) (CIBC VISA),ESSO CIRCLE K MARKHAM  ON 4XXX********9545,,withdrawal,Gasoline/Fuel,,-,,-13.54,-13.54 CAD,1
672faa891179cb833f285397,9/5/24,9/5/24,CIBC Online Banking (Recommended) (CIBC VISA),OSMOW'S MARKHAM  ON 4XXX********9545,,withdrawal,Clothing/Shoes,,-,,-0.96,-0.96 CAD,1
672faa891179cb833f28539d,9/5/24,9/5/24,CIBC Online Banking (Recommended) (CIBC VISA),THE HOME DEPOT #7262 MARKHAM  ON 4XXX********9545,,withdrawal,Home Improvement,,-,,-110.74,-110.74 CAD,1
672faa891179cb833f2853a3,9/5/24,9/5/24,CIBC Online Banking (Recommended) (CIBC VISA),TESLA Toronto  ON 4XXX********9545,,withdrawal,Automotive Expenses,,-,,-11.32,-11.32 CAD,1
672fa8b0c88c94995849317c,9/4/24,9/4/24,RBC Online Banking (RBC Advantage Banking),Item returned unpaid S09045,,withdrawal,,,-,,-289.96,-289.96 CAD,1
672faa891179cb833f285355,9/4/24,9/4/24,CIBC Online Banking (Recommended) (CIBC VISA),Edgehollow Auto Spa MARKHAM  ON 4XXX********9545,,withdrawal,Clothing/Shoes,,-,,-12,-12 CAD,1
672faa891179cb833f28535b,9/4/24,9/4/24,CIBC Online Banking (Recommended) (CIBC VISA),Edgehollow Auto Spa MARKHAM  ON 4XXX********9545,,withdrawal,Clothing/Shoes,,-,,-7,-7 CAD,1
672faa891179cb833f285361,9/4/24,9/4/24,CIBC Online Banking (Recommended) (CIBC VISA),CANADIAN TIRE #399 MARKHAM  ON 4XXX********9545,,withdrawal,General Merchandise,,-,,-121.34,-121.34 CAD,1
672faa891179cb833f285367,9/4/24,9/4/24,CIBC Online Banking (Recommended) (CIBC VISA),SHOPPERS DRUG MART #12 MARKHAM  ON 4XXX********9545,,withdrawal,Healthcare/Medical,,-,,-40.71,-40.71 CAD,1
672faa891179cb833f28536d,9/4/24,9/4/24,CIBC Online Banking (Recommended) (CIBC VISA),Nintendo CDXXXXXX6694 XXXXXX3700  BC 4XXX********9545,,withdrawal,Entertainment,,-,,-5.74,-5.74 CAD,1
672faa891179cb833f285373,9/4/24,9/4/24,CIBC Online Banking (Recommended) (CIBC VISA),PURCHASE INTEREST 4XXX********9545,,fee,Service Charges/Fees,,-,,-62.91,-62.91 CAD,1
672faa891179cb833f285379,9/4/24,9/4/24,CIBC Online Banking (Recommended) (CIBC VISA),Edgehollow Auto Spa MARKHAM  ON 4XXX********9545,,withdrawal,Clothing/Shoes,,-,,-4,-4 CAD,1
672faa891179cb833f28537f,9/4/24,9/4/24,CIBC Online Banking (Recommended) (CIBC VISA),DOLLARAMA # 847 MARKHAM  ON 4XXX********9545,,withdrawal,General Merchandise,,-,,-14.41,-14.41 CAD,1
672fa8b0c88c949958493110,9/3/24,9/3/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac purchase - 3217 SHOPPERS DRUG M,,withdrawal,,,-,,-12.85,-12.85 CAD,1
672fa8b0c88c949958493116,9/3/24,9/3/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac purchase - 1953 TIMBER CREEK GO,,withdrawal,,,-,,-15,-15 CAD,1
672fa8b0c88c94995849311c,9/3/24,9/3/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac purchase - 4657 WENDY'S RESTAUR,,withdrawal,,,-,,-15.78,-15.78 CAD,1
672fa8b0c88c949958493122,9/3/24,9/3/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac purchase - 3727 PIZZA PIZZA # 1,,withdrawal,,,-,,-16.64,-16.64 CAD,1
672fa8b0c88c949958493128,9/3/24,9/3/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac purchase - 3529 ESSO CIRCLE K,,withdrawal,,,-,,-16.94,-16.94 CAD,1
672fa8b0c88c94995849312e,9/3/24,9/3/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac purchase - 9336 LCBO/RAO #585,,withdrawal,,,-,,-29.95,-29.95 CAD,1
672fa8b0c88c949958493134,9/3/24,9/3/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac purchase - 7100 SHOPPERS DRUG M,,withdrawal,,,-,,-38.53,-38.53 CAD,1
672fa8b0c88c94995849313a,9/3/24,9/3/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac purchase - 3427 CANADIAN TIRE #,,withdrawal,,,-,,-47.43,-47.43 CAD,1
672fa8b0c88c949958493140,9/3/24,9/3/24,RBC Online Banking (RBC Advantage Banking),Misc Payment GOODLIFE CLUBS,,withdrawal,,,-,,-45.99,-45.99 CAD,1
672fa8b0c88c949958493146,9/3/24,9/3/24,RBC Online Banking (RBC Advantage Banking),Loan payment,,withdrawal,,,-,,-857.93,-857.93 CAD,1
672fa8b0c88c94995849314c,9/3/24,9/3/24,RBC Online Banking (RBC Advantage Banking),e-Transfer - Autodeposit Koko Helga Saar CAvN3rdV,,deposit,,,-,,1926.27,1926.27 CAD,1
672fa8b0c88c949958493152,9/3/24,9/3/24,RBC Online Banking (RBC Advantage Banking),e-Transfer - Autodeposit Mayowa deborah Olukunle C1AAd83WXed7,,deposit,,,-,,405,405 CAD,1
672fa8b0c88c949958493158,9/3/24,9/3/24,RBC Online Banking (RBC Advantage Banking),e-Transfer - Autodeposit Mridul misra f15e63eea23d4f9c5cc5ade725bf4eae,,deposit,,,-,,1050,1050 CAD,1
672fa8b0c88c94995849315e,9/3/24,9/3/24,RBC Online Banking (RBC Advantage Banking),e-Transfer - Autodeposit EVA REDMOND C1AqW7cThZ4M,,deposit,,,-,,1190,1190 CAD,1
672fa8b0c88c949958493164,9/3/24,9/3/24,RBC Online Banking (RBC Advantage Banking),e-Transfer - Autodeposit Clo C1Aju4qPfgaQ,,deposit,,,-,,700,700 CAD,1
672fa8b0c88c94995849316a,9/3/24,9/3/24,RBC Online Banking (RBC Advantage Banking),e-Transfer - Autodeposit Clo C1ABxcCEvWTc,,deposit,,,-,,150,150 CAD,1
672fa8b0c88c949958493170,9/3/24,9/3/24,RBC Online Banking (RBC Advantage Banking),e-Transfer sent 97 mayor payments MNGVJQ,,withdrawal,,,-,,-2500,-2500 CAD,1
672fa8b0c88c949958493176,9/3/24,9/3/24,RBC Online Banking (RBC Advantage Banking),Interac purchase - 9454 KAL TIRE 879,,withdrawal,,,-,,-1127.29,-1127.29 CAD,1
672faa891179cb833f285337,9/3/24,9/3/24,CIBC Online Banking (Recommended) (CIBC VISA),TESLA Toronto  ON 4XXX********9545,,withdrawal,Automotive Expenses,,-,,-6.22,-6.22 CAD,1
672faa891179cb833f28533d,9/3/24,9/3/24,CIBC Online Banking (Recommended) (CIBC VISA),GOOGLE *Google One g.co/helppay#  NS 4XXX********9545,,withdrawal,Online Services,,-,,-4.51,-4.51 CAD,1
672faa891179cb833f285343,9/3/24,9/3/24,CIBC Online Banking (Recommended) (CIBC VISA),TESLA Toronto  ON 4XXX********9545,,withdrawal,Automotive Expenses,,-,,-14.99,-14.99 CAD,1
672faa891179cb833f285349,9/3/24,9/3/24,CIBC Online Banking (Recommended) (CIBC VISA),HARVEYS HOME HEATING ST. JOHN'S  NL 4XXX********9545,,withdrawal,Home Improvement,,-,,-27.76,-27.76 CAD,1
672faa891179cb833f28534f,9/3/24,9/3/24,CIBC Online Banking (Recommended) (CIBC VISA),TESLA Toronto  ON 4XXX********9545,,withdrawal,Automotive Expenses,,-,,-250,-250 CAD,1
672faa8c1179cb833f2856ab,9/3/24,9/3/24,CIBC Online Banking (Recommended) (Chequing),Internet Banking E-TRANSFER XXXXXXXX0944 MATEUS SAAR,,transfer,Transfers,,-,,2500,2500 CAD,1
672faa8c1179cb833f2856b1,9/3/24,9/3/24,CIBC Online Banking (Recommended) (Chequing),Internet Banking INTERNET TRANSFER XXXXXXXX3450,,transfer,Transfers,,-,,-500,-500 CAD,1
672fab82cbd002100c0b80e7,9/3/24,9/3/24,CIBC Online Banking (Recommended) (Savings),Internet Banking INTERNET TRANSFER XXXXXXXX7512,,transfer,Transfers,,-,,-100,-100 CAD,1
672fab82cbd002100c0b80ed,9/3/24,9/3/24,CIBC Online Banking (Recommended) (Savings),Internet Banking INTERNET TRANSFER XXXXXXXX4429,,transfer,Transfers,,-,,-300,-300 CAD,1
672faa891179cb833f285331,9/2/24,9/2/24,CIBC Online Banking (Recommended) (CIBC VISA),PAYMENT THANK YOU/PAIEMEN T MERCI 4XXX********9545,,transfer,Credit Card Payments,,-,,500,500 CAD,1
672faa8b1179cb833f285602,9/2/24,9/2/24,CIBC Online Banking (Recommended) (CIBC VISA),WENDY'S RESTAURANT #X0006 MARKHAM  ON 4XXX********6831,,withdrawal,Restaurants/Dining,,-,,-7.89,-7.89 CAD,1
672fa8e1c88c949958493b98,9/1/24,9/1/24,RBC Online Banking (RBC Cash Back Mastercard),APPLE.COM/BILL,,withdrawal,,,-,,-32.75,-32.75 CAD,1
672fa8e1c88c949958493b9e,9/1/24,9/1/24,RBC Online Banking (RBC Cash Back Mastercard),TESLA,,withdrawal,,,-,,-15.81,-15.81 CAD,1
672faa891179cb833f28532b,9/1/24,9/1/24,CIBC Online Banking (Recommended) (CIBC VISA),TESLA Toronto  ON 4XXX********9545,,withdrawal,Automotive Expenses,,-,,-13.78,-13.78 CAD,1
672faa8c1179cb833f285693,8/30/24,8/30/24,CIBC Online Banking (Recommended) (Chequing),Branch Transaction SERVICE CHARGE DISCOUNT,,deposit,Service Charges/Fees,,-,,6.95,6.95 CAD,1
672faa8c1179cb833f285699,8/30/24,8/30/24,CIBC Online Banking (Recommended) (Chequing),Branch Transaction SERVICE CHARGE ADD TXN$0.00;MONTHLY$6.95 RECORD-KEEPING N/A,,fee,Service Charges/Fees,,-,,-6.95,-6.95 CAD,1
672faa8c1179cb833f28569f,8/30/24,8/30/24,CIBC Online Banking (Recommended) (Chequing),Branch Transaction OVERDRAFT INTEREST CHARGE,,fee,Service Charges/Fees,,-,,-0.29,-0.29 CAD,1
672faa8c1179cb833f2856a5,8/30/24,8/30/24,CIBC Online Banking (Recommended) (Chequing),Branch Transaction OVERDRAFT FEE,,fee,Service Charges/Fees,,-,,-5,-5 CAD,1
672fab81cbd002100c0b80e1,8/30/24,8/30/24,CIBC Online Banking (Recommended) (Savings),Branch Transaction INTEREST,,interest,Interest,,-,,1.24,1.24 CAD,1
672fa8e1c88c949958493b92,8/29/24,8/29/24,RBC Online Banking (RBC Cash Back Mastercard),APPLE.COM/BILL,,withdrawal,,,-,,-14.68,-14.68 CAD,1
672fa8b0c88c9499584930f2,8/28/24,8/28/24,RBC Online Banking (RBC Advantage Banking),e-Transfer sent 97 mayor payments 8W65KW,,withdrawal,,,-,,-634.21,-634.21 CAD,1
672fa8b0c88c9499584930f8,8/28/24,8/28/24,RBC Online Banking (RBC Advantage Banking),e-Transfer - Autodeposit KOKO H SAAR C1ADwapaWwet,,deposit,,,-,,500,500 CAD,1
672fa8b0c88c9499584930fe,8/28/24,8/28/24,RBC Online Banking (RBC Advantage Banking),Mobile cheque deposit -     4638,,deposit,,,-,,289.96,289.96 CAD,1
672fa8b0c88c949958493104,8/28/24,8/28/24,RBC Online Banking (RBC Advantage Banking),Interac purchase - 1746 FRESHCO #3875,,withdrawal,,,-,,-101.53,-101.53 CAD,1
672fa8b0c88c94995849310a,8/28/24,8/28/24,RBC Online Banking (RBC Advantage Banking),e-Transfer sent 97 mayor payments D9K8H4,,withdrawal,,,-,,-300,-300 CAD,1
672faa8c1179cb833f285687,8/28/24,8/28/24,CIBC Online Banking (Recommended) (Chequing),Internet Banking E-TRANSFER XXXXXXXX8365 MATEUS SAAR,,transfer,Transfers,,-,,300,300 CAD,1
672faa8c1179cb833f28568d,8/28/24,8/28/24,CIBC Online Banking (Recommended) (Chequing),Internet Banking E-TRANSFER XXXXXXXX9126 MATEUS SAAR,,transfer,Transfers,,-,,634.21,634.21 CAD,1
672fa8b0c88c9499584930e0,8/27/24,8/27/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac purchase - 8810 WENDY'S RESTAUR,,withdrawal,,,-,,-10.49,-10.49 CAD,1
672fa8b0c88c9499584930e6,8/27/24,8/27/24,RBC Online Banking (RBC Advantage Banking),Contactless Interac purchase - 8727 TIM HORTONS #29,,withdrawal,,,-,,-9.69,-9.69 CAD,1
672fa8b0c88c9499584930ec,8/27/24,8/27/24,RBC Online Banking (RBC Advantage Banking),Online Banking transfer - 8655,,withdrawal,,,-,,-464.34,-464.34 CAD,1
672fa8e1c88c949958493b8c,8/27/24,8/27/24,RBC Online Banking (RBC Cash Back Mastercard),PAYMENT - THANK YOU / PAI,,deposit,,,-,,464.34,464.34 CAD,1
672faa8c1179cb833f285681,8/27/24,8/27/24,CIBC Online Banking (Recommended) (Chequing),Electronic Funds Transfer PREAUTHORIZED DEBIT 2XX1044RBC PYT,,transfer,Transfers,,-,,-1183.95,-1183.95 CAD,1
672fab81cbd002100c0b80db,8/27/24,8/27/24,CIBC Online Banking (Recommended) (Savings),Internet Banking INTERNET TRANSFER XXXXXXXX2817,,transfer,Transfers,,-,,-200,-200 CAD,1
672fa8afc88c9499584930d4,8/26/24,8/26/24,RBC Online Banking (RBC Advantage Banking),e-Transfer - Autodeposit Mateus Saar C1Asku4W6pyP,,deposit,,,-,,500,500 CAD,1
672fa8b0c88c9499584930da,8/26/24,8/26/24,RBC Online Banking (RBC Advantage Banking),e-Transfer sent Small Ball 6AB2NR,,withdrawal,,,-,,-80,-80 CAD,1
672faa891179cb833f28531f,8/26/24,8/26/24,CIBC Online Banking (Recommended) (CIBC VISA),FLO SERVICES QUEBEC  QC 4XXX********9545,,withdrawal,Online Services,,-,,-3.01,-3.01 CAD,1
672faa891179cb833f285325,8/26/24,8/26/24,CIBC Online Banking (Recommended) (CIBC VISA),TESLA Toronto  ON 4XXX********9545,,withdrawal,Automotive Expenses,,-,,-15.51,-15.51 CAD,1
672faa8c1179cb833f28567b,8/26/24,8/26/24,CIBC Online Banking (Recommended) (Chequing),Internet Banking E-TRANSFER XXXXXXXX2792 mati rbc,,transfer,Transfers,,-,,-500,-500 CAD,1
